aptNm,aptSeq,excluUseAr,dealYear,dealMonth,dealDay,dealAmount,buildYear,umdNm,sggCd,floor,dealDate
래미안상도3차,11590-127,84.96,2025,6,17,140000,2004,상도동,11590,5,2025-06-17
래미안상도3차,11590-127,84.96,2025,6,25,142000,2004,상도동,11590,8,2025-06-25
이수브라운스톤상도(527-0),11590-3441,84.99,2025,6,16,148000,2007,상도동,11590,14,2025-06-16
두산위브트레지움2차,11590-4495,84.864,2025,6,14,164000,2016,상도동,11590,8,2025-06-14
두산위브트레지움2차,11590-4495,84.8032,2025,6,21,168000,2016,상도동,11590,23,2025-06-21
래미안상도3차,11590-127,114.97,2025,6,27,145000,2004,상도동,11590,2,2025-06-27
중앙하이츠빌,11590-100,84.9794,2025,6,28,119000,2003,상도동,11590,10,2025-06-28
현대(관악),11590-3295,84.78,2025,6,27,89700,1992,상도동,11590,11,2025-06-27
래미안상도3차,11590-127,114.97,2025,6,30,147500,2004,상도동,11590,6,2025-06-30
삼성래미안2,11590-102,59.886,2025,6,27,95000,2003,상도동,11590,3,2025-06-27
래미안상도3차,11590-127,84.96,2025,6,26,143000,2004,상도동,11590,13,2025-06-26
아이파크,11590-126,84.96,2025,6,27,131000,2004,상도동,11590,15,2025-06-27
동원베네스트,11590-3577,84.958,2025,6,28,129000,2008,상도동,11590,5,2025-06-28
래미안상도3차,11590-127,84.96,2025,6,25,140500,2004,상도동,11590,13,2025-06-25
상도동삼호아파트,11590-13,114.63,2025,6,23,96000,1994,상도동,11590,2,2025-06-23
포스코더샵,11590-3412,152.222,2025,6,26,175000,2007,상도동,11590,11,2025-06-26
래미안상도3차,11590-127,84.96,2025,6,25,144000,2004,상도동,11590,10,2025-06-25
포스코더샵,11590-3412,132.735,2025,6,25,170000,2007,상도동,11590,4,2025-06-25
상도파크자이,11590-4642,84.918,2025,6,18,190000,2016,상도동,11590,9,2025-06-18
래미안상도3차,11590-127,84.96,2025,6,24,136500,2004,상도동,11590,12,2025-06-24
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2025,6,21,168000,2012,상도동,11590,16,2025-06-21
포스코더샵,11590-3412,59.99,2025,6,25,137000,2007,상도동,11590,3,2025-06-25
상도두산위브,11590-3714,84.534,2025,6,21,139700,2010,상도동,11590,8,2025-06-21
힐스테이트 상도 프레스티지,11590-4078,84.951,2025,6,21,152000,2013,상도동,11590,2,2025-06-21
e편한세상상도노빌리티,11590-4879,59.7827,2025,6,21,162000,2018,상도동,11590,20,2025-06-21
상도더샵2차,11590-4206,84.99,2025,6,27,132500,2014,상도동,11590,10,2025-06-27
상도푸르지오클라베뉴,11590-5189,59.8166,2025,6,21,113000,2024,상도동,11590,5,2025-06-21
e편한세상상도노빌리티,11590-4879,84.8746,2025,6,12,185000,2018,상도동,11590,19,2025-06-12
상도휴엔하임,11590-4526,14.7,2025,6,28,13000,2016,상도동,11590,8,2025-06-28
상도역롯데캐슬파크엘,11590-4993,74.9853,2025,6,20,153000,2021,상도동,11590,20,2025-06-20
상도더샵2차,11590-4206,84.99,2025,6,23,127500,2014,상도동,11590,4,2025-06-23
쌍용스윗닷홈,11590-99,59.578,2025,6,26,99000,2003,상도동,11590,8,2025-06-26
이수브라운스톤상도(527-0),11590-3441,59.91,2025,6,25,130000,2007,상도동,11590,5,2025-06-25
힐스테이트 상도 프레스티지,11590-4078,84.884,2025,6,21,148000,2013,상도동,11590,4,2025-06-21
다온아파트,11590-4728,47.94,2025,6,16,54600,2017,상도동,11590,2,2025-06-16
상도역롯데캐슬파크엘,11590-4993,110.9878,2025,6,24,204000,2021,상도동,11590,8,2025-06-24
상도역롯데캐슬파크엘,11590-4993,74.9853,2025,6,20,153000,2021,상도동,11590,20,2025-06-20
약수맨션,11590-17,108.63,2025,6,25,115000,1980,상도동,11590,2,2025-06-25
래미안상도3차,11590-127,114.97,2025,6,21,159500,2004,상도동,11590,3,2025-06-21
래미안상도3차,11590-127,84.96,2025,6,17,140000,2004,상도동,11590,5,2025-06-17
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,28,165000,2012,상도동,11590,10,2025-06-28
쌍용스윗닷홈,11590-99,84.954,2025,6,23,120000,2003,상도동,11590,7,2025-06-23
힐스테이트 상도 센트럴파크,11590-3954,59.8758,2025,6,11,137500,2012,상도동,11590,3,2025-06-11
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2025,6,14,175000,2012,상도동,11590,10,2025-06-14
아이파크,11590-126,84.96,2025,6,25,126000,2004,상도동,11590,8,2025-06-25
상도푸르지오클라베뉴,11590-5189,84.9198,2025,6,27,142500,2024,상도동,11590,12,2025-06-27
대림아파트,11590-85,84.89,2025,6,21,83500,1995,상도동,11590,12,2025-06-21
포스코더샵,11590-3412,59.995,2025,6,27,139200,2007,상도동,11590,12,2025-06-27
힐스테이트 상도 프레스티지,11590-4078,84.951,2025,6,20,150000,2013,상도동,11590,5,2025-06-20
힐스테이트 상도 센트럴파크,11590-3954,84.7954,2025,6,15,160000,2012,상도동,11590,5,2025-06-15
포스코더샵,11590-3412,59.99,2025,6,19,136500,2007,상도동,11590,12,2025-06-19
쌍용스윗닷홈,11590-99,84.954,2025,6,14,114000,2003,상도동,11590,6,2025-06-14
두산위브트레지움2차,11590-4495,84.8032,2025,6,21,168000,2016,상도동,11590,23,2025-06-21
성우아파트,11590-218,72.0,2025,6,26,65000,1993,상도동,11590,2,2025-06-26
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,29,149000,2012,상도동,11590,1,2025-06-29
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,27,160000,2012,상도동,11590,11,2025-06-27
힐스테이트 상도 센트럴파크,11590-3954,118.1759,2025,6,23,180000,2012,상도동,11590,2,2025-06-23
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,23,162000,2012,상도동,11590,13,2025-06-23
포스코더샵,11590-3412,132.735,2025,6,13,162000,2007,상도동,11590,13,2025-06-13
e편한세상상도노빌리티,11590-4879,84.9704,2025,6,8,181000,2018,상도동,11590,12,2025-06-08
상도푸르지오클라베뉴,11590-5189,84.6246,2025,6,23,138000,2024,상도동,11590,6,2025-06-23
힐스테이트 상도 프레스티지,11590-4078,84.951,2025,6,27,150000,2013,상도동,11590,5,2025-06-27
상도더샵2차,11590-4206,84.99,2025,6,27,132500,2014,상도동,11590,3,2025-06-27
삼성래미안2,11590-102,59.886,2025,6,27,99500,2003,상도동,11590,5,2025-06-27
상도더샵2차,11590-4206,84.99,2025,6,27,130000,2014,상도동,11590,3,2025-06-27
힐스테이트 상도 센트럴파크,11590-3954,118.1759,2025,6,22,172500,2012,상도동,11590,3,2025-06-22
e편한세상상도노빌리티,11590-4879,84.9704,2025,6,15,180000,2018,상도동,11590,13,2025-06-15
힐스테이트 상도 프레스티지,11590-4078,84.951,2025,6,26,145000,2013,상도동,11590,2,2025-06-26
포스코더샵,11590-3412,152.222,2025,6,26,164000,2007,상도동,11590,2,2025-06-26
힐스테이트 상도 센트럴파크,11590-3954,118.1432,2025,6,20,173000,2012,상도동,11590,14,2025-06-20
래미안상도3차,11590-127,59.97,2025,6,20,125000,2004,상도동,11590,8,2025-06-20
상도동삼호아파트,11590-13,114.63,2025,6,24,103000,1994,상도동,11590,11,2025-06-24
e편한세상상도노빌리티,11590-4879,59.5905,2025,6,14,159500,2018,상도동,11590,26,2025-06-14
래미안상도3차,11590-127,114.97,2025,6,25,150000,2004,상도동,11590,3,2025-06-25
상도더샵2차,11590-4206,84.98,2025,6,21,135000,2014,상도동,11590,9,2025-06-21
래미안상도3차,11590-127,84.96,2025,6,6,134000,2004,상도동,11590,6,2025-06-06
래미안상도3차,11590-127,84.96,2025,6,25,142000,2004,상도동,11590,8,2025-06-25
상도효성해링턴플레이스,11590-4559,84.9506,2025,6,20,137000,2016,상도동,11590,18,2025-06-20
포스코더샵,11590-3412,132.735,2025,6,24,164000,2007,상도동,11590,9,2025-06-24
힐스테이트 상도 프레스티지,11590-4078,120.936,2025,6,24,174500,2013,상도동,11590,8,2025-06-24
힐스테이트 상도 프레스티지,11590-4078,120.936,2025,6,24,172000,2013,상도동,11590,13,2025-06-24
중앙하이츠빌,11590-100,84.9883,2025,6,20,124000,2003,상도동,11590,15,2025-06-20
포스코더샵,11590-3412,152.222,2025,6,23,173000,2007,상도동,11590,11,2025-06-23
건영,11590-9,114.96,2025,6,10,113000,1997,상도동,11590,13,2025-06-10
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,13,163800,2012,상도동,11590,8,2025-06-13
힐스테이트 상도 프레스티지,11590-4078,84.951,2025,6,7,150000,2013,상도동,11590,17,2025-06-07
중앙하이츠빌,11590-100,84.9883,2025,6,21,119500,2003,상도동,11590,5,2025-06-21
래미안상도3차,11590-127,114.97,2025,6,19,155000,2004,상도동,11590,6,2025-06-19
힐스테이트 상도 센트럴파크,11590-3954,59.8758,2025,6,15,137000,2012,상도동,11590,2,2025-06-15
쌍용스윗닷홈,11590-99,84.954,2025,6,23,108800,2003,상도동,11590,11,2025-06-23
힐스테이트 상도 프레스티지,11590-4078,84.884,2025,6,17,152600,2013,상도동,11590,18,2025-06-17
상도동래미안1차,11590-22,114.171,2025,6,7,148000,2004,상도동,11590,6,2025-06-07
다온아파트,11590-4728,48.88,2025,6,19,54300,2017,상도동,11590,6,2025-06-19
래미안상도3차,11590-127,84.96,2025,6,23,135700,2004,상도동,11590,7,2025-06-23
포스코더샵,11590-3412,152.222,2025,6,23,173000,2007,상도동,11590,11,2025-06-23
e편한세상상도노빌리티,11590-4879,84.9704,2025,6,7,180000,2018,상도동,11590,10,2025-06-07
건영,11590-9,32.8,2025,6,16,59700,1997,상도동,11590,6,2025-06-16
삼성래미안2,11590-102,84.796,2025,6,10,109000,2003,상도동,11590,4,2025-06-10
상도휴엔하임,11590-4526,14.7,2025,6,21,14600,2016,상도동,11590,7,2025-06-21
상도두산위브,11590-3714,84.911,2025,6,7,137000,2010,상도동,11590,10,2025-06-07
래미안상도3차,11590-127,114.97,2025,6,21,156000,2004,상도동,11590,5,2025-06-21
삼성래미안2,11590-102,59.886,2025,6,15,98000,2003,상도동,11590,3,2025-06-15
삼환나우빌(520-0),11590-3388,84.87,2025,6,14,96500,2007,상도동,11590,1,2025-06-14
삼성래미안2,11590-102,84.796,2025,6,6,109000,2003,상도동,11590,5,2025-06-06
상도파크자이,11590-4642,84.918,2025,6,8,184000,2016,상도동,11590,5,2025-06-08
롯데캐슬비엔,11590-3744,84.95,2025,6,20,102300,2010,상도동,11590,10,2025-06-20
래미안상도3차,11590-127,84.96,2025,6,10,138500,2004,상도동,11590,7,2025-06-10
e편한세상상도노빌리티,11590-4879,84.9704,2025,6,22,184000,2018,상도동,11590,17,2025-06-22
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2025,6,22,161000,2012,상도동,11590,16,2025-06-22
상도더샵2차,11590-4206,79.39,2025,6,21,138000,2014,상도동,11590,11,2025-06-21
삼성래미안2,11590-102,114.738,2025,6,14,128000,2003,상도동,11590,2,2025-06-14
상도더샵2차,11590-4206,84.98,2025,6,21,135000,2014,상도동,11590,9,2025-06-21
래미안상도3차,11590-127,84.96,2025,6,21,139000,2004,상도동,11590,8,2025-06-21
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,10,152000,2012,상도동,11590,5,2025-06-10
롯데캐슬비엔,11590-3744,68.56,2025,6,17,90000,2010,상도동,11590,7,2025-06-17
상도역롯데캐슬파크엘,11590-4993,74.9587,2025,6,21,160000,2021,상도동,11590,8,2025-06-21
동원베네스트,11590-3577,84.958,2025,6,13,115000,2008,상도동,11590,2,2025-06-13
상도더샵2차,11590-4206,84.98,2025,6,15,139500,2014,상도동,11590,8,2025-06-15
두산위브트레지움2차,11590-4495,84.864,2025,6,14,164000,2016,상도동,11590,8,2025-06-14
쌍용스윗닷홈,11590-99,84.954,2025,6,20,108800,2003,상도동,11590,11,2025-06-20
래미안상도3차,11590-127,59.97,2025,6,20,125000,2004,상도동,11590,8,2025-06-20
상도역롯데캐슬파크엘,11590-4993,84.9952,2025,6,20,171000,2021,상도동,11590,7,2025-06-20
동아,11590-11,83.09,2025,6,13,63500,1995,상도동,11590,6,2025-06-13
힐스테이트 상도 센트럴파크,11590-3954,118.1432,2025,6,20,173000,2012,상도동,11590,14,2025-06-20
약수맨션,11590-17,131.47,2025,6,13,105000,1980,상도동,11590,8,2025-06-13
힐스테이트 상도 프레스티지,11590-4078,59.928,2025,6,12,128500,2013,상도동,11590,10,2025-06-12
힐스테이트 상도 프레스티지,11590-4078,84.884,2025,6,20,147000,2013,상도동,11590,4,2025-06-20
성우아파트,11590-218,68.72,2025,6,19,56000,1993,상도동,11590,3,2025-06-19
씨티아모리움,11590-3991,14.1881,2025,6,17,13900,2012,상도동,11590,6,2025-06-17
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2025,6,19,175000,2012,상도동,11590,14,2025-06-19
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,19,158000,2012,상도동,11590,18,2025-06-19
상도동삼호아파트,11590-13,84.52,2025,6,8,88000,1994,상도동,11590,11,2025-06-08
상도휴엔하임,11590-4526,16.84,2025,6,17,22000,2016,상도동,11590,14,2025-06-17
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2025,6,13,173000,2012,상도동,11590,7,2025-06-13
래미안상도3차,11590-127,59.97,2025,6,19,119000,2004,상도동,11590,4,2025-06-19
래미안상도3차,11590-127,84.96,2025,6,19,136500,2004,상도동,11590,3,2025-06-19
상도두산위브,11590-3714,84.909,2025,6,18,135000,2010,상도동,11590,8,2025-06-18
래미안상도3차,11590-127,84.96,2025,6,16,140000,2004,상도동,11590,10,2025-06-16
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2025,6,14,175000,2012,상도동,11590,10,2025-06-14
상도동삼호아파트,11590-13,84.52,2025,6,13,86500,1994,상도동,11590,16,2025-06-13
중앙하이츠빌,11590-100,84.9883,2025,6,18,114500,2003,상도동,11590,11,2025-06-18
대림아파트,11590-85,84.89,2025,6,14,82300,1995,상도동,11590,3,2025-06-14
힐스테이트 상도 프레스티지,11590-4078,84.951,2025,6,12,154000,2013,상도동,11590,5,2025-06-12
상도역롯데캐슬파크엘,11590-4993,59.9851,2025,6,11,142000,2021,상도동,11590,10,2025-06-11
상도파크자이,11590-4642,84.888,2025,6,4,183000,2016,상도동,11590,16,2025-06-04
건영,11590-9,32.8,2025,6,17,51500,1997,상도동,11590,1,2025-06-17
힐스테이트 상도 프레스티지,11590-4078,84.884,2025,6,17,145000,2013,상도동,11590,2,2025-06-17
e편한세상상도노빌리티,11590-4879,59.9173,2025,6,12,158000,2018,상도동,11590,16,2025-06-12
상도동래미안1차,11590-22,114.171,2025,6,4,120000,2004,상도동,11590,1,2025-06-04
이수브라운스톤상도(527-0),11590-3441,84.84,2025,6,17,133500,2007,상도동,11590,13,2025-06-17
상도더샵2차,11590-4206,84.98,2025,6,3,133000,2014,상도동,11590,8,2025-06-03
아이파크,11590-126,84.96,2025,6,16,106000,2004,상도동,11590,1,2025-06-16
삼성래미안2,11590-102,59.886,2025,6,16,103000,2003,상도동,11590,4,2025-06-16
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,6,12,161500,2012,상도동,11590,15,2025-06-12
현대(관악),11590-3295,84.78,2025,6,6,88500,1992,상도동,11590,8,2025-06-06
상도동삼호아파트,11590-13,114.63,2025,6,14,97500,1994,상도동,11590,7,2025-06-14
아이파크,11590-126,84.96,2025,6,16,114500,2004,상도동,11590,1,2025-06-16
성우2차아파트,11590-217,76.8,2025,6,3,57500,1994,상도동,11590,2,2025-06-03
이수브라운스톤상도(527-0),11590-3441,84.99,2025,6,16,148000,2007,상도동,11590,14,2025-06-16
상도파크자이,11590-4642,71.252,2025,6,14,172000,2016,상도동,11590,4,2025-06-14
대우유로카운티,11590-101,133.67,2025,6,8,141000,2003,상도동,11590,11,2025-06-08
아이파크,11590-126,84.96,2025,6,14,114500,2004,상도동,11590,1,2025-06-14
삼성래미안2,11590-102,84.796,2025,6,14,109500,2003,상도동,11590,4,2025-06-14
상도역롯데캐슬파크엘,11590-4993,74.9587,2025,6,13,150500,2021,상도동,11590,7,2025-06-13
두산위브트레지움2차,11590-4495,59.7852,2025,6,13,143000,2016,상도동,11590,7,2025-06-13
아이파크,11590-126,114.83,2025,6,14,127750,2004,상도동,11590,1,2025-06-14
상도역롯데캐슬파크엘,11590-4993,59.9818,2025,6,12,149000,2021,상도동,11590,14,2025-06-12
상도휴엔하임,11590-4526,14.7,2025,6,11,14600,2016,상도동,11590,9,2025-06-11
동아,11590-11,83.09,2025,6,13,63500,1995,상도동,11590,6,2025-06-13
건영,11590-9,114.96,2025,6,4,119000,1997,상도동,11590,7,2025-06-04
이수브라운스톤상도(527-0),11590-3441,84.99,2025,6,12,140000,2007,상도동,11590,14,2025-06-12
두산위브트레지움2차,11590-4495,84.9736,2025,6,5,160000,2016,상도동,11590,8,2025-06-05
힐스테이트 상도 센트럴파크,11590-3954,118.1759,2025,6,11,171000,2012,상도동,11590,12,2025-06-11
이수브라운스톤상도(527-0),11590-3441,84.91,2025,6,9,134400,2007,상도동,11590,8,2025-06-09
건영,11590-9,114.96,2025,6,5,120000,1997,상도동,11590,7,2025-06-05
포스코더샵,11590-3412,59.99,2025,6,11,136000,2007,상도동,11590,12,2025-06-11
힐스테이트 상도 프레스티지,11590-4078,84.884,2025,6,11,145000,2013,상도동,11590,3,2025-06-11
중앙하이츠빌,11590-100,84.9883,2025,6,9,110000,2003,상도동,11590,5,2025-06-09
상도역롯데캐슬파크엘,11590-4993,59.6984,2025,6,1,139500,2021,상도동,11590,3,2025-06-01
중앙하이츠빌,11590-100,123.6025,2025,6,6,129800,2003,상도동,11590,8,2025-06-06
상도효성해링턴플레이스,11590-4559,84.9506,2025,6,6,129000,2016,상도동,11590,11,2025-06-06
e편한세상상도노빌리티,11590-4879,84.9704,2025,6,6,166000,2018,상도동,11590,3,2025-06-06
중앙하이츠빌,11590-100,84.9794,2025,6,6,112000,2003,상도동,11590,14,2025-06-06
포스코더샵,11590-3412,84.995,2025,6,11,143000,2007,상도동,11590,3,2025-06-11
상도파크자이,11590-4642,84.888,2025,6,4,183000,2016,상도동,11590,16,2025-06-04
아이파크,11590-126,84.96,2025,6,8,122500,2004,상도동,11590,5,2025-06-08
상도파크자이,11590-4642,72.328,2025,6,1,172000,2016,상도동,11590,20,2025-06-01
아이파크,11590-126,84.96,2025,6,9,112500,2004,상도동,11590,2,2025-06-09
상도파크자이,11590-4642,84.918,2025,6,6,177000,2016,상도동,11590,2,2025-06-06
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2025,6,6,164500,2012,상도동,11590,3,2025-06-06
상도역롯데캐슬파크엘,11590-4993,74.9853,2025,6,6,152000,2021,상도동,11590,7,2025-06-06
두산위브트레지움2차,11590-4495,84.8624,2025,6,5,160000,2016,상도동,11590,16,2025-06-05
동원베네스트,11590-3577,84.958,2025,6,2,119000,2008,상도동,11590,3,2025-06-02
중앙하이츠빌,11590-100,123.6025,2025,6,6,123000,2003,상도동,11590,8,2025-06-06
상도효성해링턴플레이스,11590-4559,84.9506,2025,6,6,129000,2016,상도동,11590,11,2025-06-06
건영,11590-9,114.96,2025,6,5,119000,1997,상도동,11590,8,2025-06-05
상도파크자이,11590-4642,72.328,2025,6,1,172000,2016,상도동,11590,20,2025-06-01
래미안상도3차,11590-127,59.97,2025,6,3,121500,2004,상도동,11590,10,2025-06-03
두산위브트레지움2차,11590-4495,84.8032,2025,6,3,162000,2016,상도동,11590,22,2025-06-03
래미안상도3차,11590-127,59.97,2025,6,3,121500,2004,상도동,11590,10,2025-06-03
상도역롯데캐슬파크엘,11590-4993,59.6984,2025,6,2,146200,2021,상도동,11590,11,2025-06-02
아이파크,11590-126,84.96,2025,6,1,116000,2004,상도동,11590,10,2025-06-01
이수브라운스톤상도(527-0),11590-3441,84.99,2025,6,6,134000,2007,상도동,11590,10,2025-06-06
상도푸르지오클라베뉴,11590-5189,84.6246,2025,7,31,138225,2024,상도동,11590,14,2025-07-31
상도파크자이,11590-4642,84.918,2025,7,29,197000,2016,상도동,11590,9,2025-07-29
이수브라운스톤상도(527-0),11590-3441,84.84,2025,7,26,155000,2007,상도동,11590,9,2025-07-26
힐스테이트 상도 프레스티지,11590-4078,120.936,2025,7,19,179000,2013,상도동,11590,4,2025-07-19
중앙하이츠빌,11590-100,84.9883,2025,7,30,114700,2003,상도동,11590,5,2025-07-30
상도2차갑을명가,11590-3358,84.33,2025,7,30,75000,2006,상도동,11590,7,2025-07-30
성우아파트,11590-218,68.94,2025,7,14,60000,1993,상도동,11590,4,2025-07-14
대림아파트,11590-85,84.89,2025,7,29,83000,1995,상도동,11590,11,2025-07-29
상도휴엔하임,11590-4526,16.84,2025,7,28,20000,2016,상도동,11590,15,2025-07-28
동원베네스트,11590-3577,84.97,2025,7,21,120000,2008,상도동,11590,2,2025-07-21
래미안상도3차,11590-127,59.97,2025,7,30,123500,2004,상도동,11590,6,2025-07-30
상도역롯데캐슬파크엘,11590-4993,74.9587,2025,7,19,164500,2021,상도동,11590,17,2025-07-19
삼성래미안2,11590-102,114.738,2025,7,27,124000,2003,상도동,11590,2,2025-07-27
상도휴엔하임,11590-4526,14.7,2025,7,10,14500,2016,상도동,11590,9,2025-07-10
상도효성해링턴플레이스,11590-4559,84.9116,2025,7,24,137500,2016,상도동,11590,14,2025-07-24
래미안상도3차,11590-127,114.97,2025,7,12,154500,2004,상도동,11590,10,2025-07-12
상도동삼호아파트,11590-13,84.52,2025,7,19,82000,1994,상도동,11590,7,2025-07-19
상도휴엔하임,11590-4526,14.7,2025,7,5,14100,2016,상도동,11590,10,2025-07-05
상도역롯데캐슬파크엘,11590-4993,74.9587,2025,7,19,165000,2021,상도동,11590,16,2025-07-19
상도효성해링턴플레이스,11590-4559,59.9769,2025,7,4,120000,2016,상도동,11590,26,2025-07-04
현대(관악),11590-3295,58.59,2025,7,12,70000,1992,상도동,11590,4,2025-07-12
포스코더샵,11590-3412,152.222,2025,7,9,177000,2007,상도동,11590,3,2025-07-09
상도휴엔하임,11590-4526,14.7,2025,7,14,13500,2016,상도동,11590,3,2025-07-14
쌍용스윗닷홈,11590-99,84.954,2025,7,1,110000,2003,상도동,11590,6,2025-07-01
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,7,12,165500,2012,상도동,11590,9,2025-07-12
아이파크,11590-126,84.96,2025,7,4,121500,2004,상도동,11590,2,2025-07-04
건영,11590-9,32.8,2025,7,8,64000,1997,상도동,11590,14,2025-07-08
상도2차갑을명가,11590-3358,84.33,2025,7,2,73500,2006,상도동,11590,3,2025-07-02
상도푸르지오클라베뉴,11590-5189,84.9198,2025,7,5,141000,2024,상도동,11590,16,2025-07-05
상도현대,11590-15,59.72,2025,7,8,72000,2003,상도동,11590,8,2025-07-08
포스코더샵,11590-3412,132.735,2025,7,2,172000,2007,상도동,11590,13,2025-07-02
상도역롯데캐슬파크엘,11590-4993,59.9818,2025,7,19,131000,2021,상도동,11590,2,2025-07-19
e편한세상상도노빌리티,11590-4879,84.9704,2025,7,2,120500,2018,상도동,11590,21,2025-07-02
상도1차갑을명가,11590-3356,62.69,2025,8,22,65000,2006,상도동,11590,4,2025-08-22
힐스테이트 상도 센트럴파크,11590-3954,84.7954,2025,8,31,169500,2012,상도동,11590,10,2025-08-31
힐스테이트 상도 프레스티지,11590-4078,84.884,2025,8,23,150000,2013,상도동,11590,15,2025-08-23
힐스테이트 상도 센트럴파크,11590-3954,84.7954,2025,8,20,159000,2012,상도동,11590,3,2025-08-20
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2025,8,23,162000,2012,상도동,11590,9,2025-08-23
삼성래미안2,11590-102,84.796,2025,8,12,115000,2003,상도동,11590,6,2025-08-12
e편한세상상도노빌리티,11590-4879,59.7827,2025,8,27,168000,2018,상도동,11590,27,2025-08-27
e편한세상상도노빌리티,11590-4879,84.8746,2025,8,23,180000,2018,상도동,11590,15,2025-08-23
쌍용스윗닷홈,11590-99,112.756,2025,8,20,125000,2003,상도동,11590,2,2025-08-20
래미안상도3차,11590-127,59.97,2025,8,29,124500,2004,상도동,11590,12,2025-08-29
e편한세상상도노빌리티,11590-4879,84.8746,2025,8,23,186000,2018,상도동,11590,22,2025-08-23
상도동삼호아파트,11590-13,83.89,2025,8,23,90000,1994,상도동,11590,11,2025-08-23
상도역롯데캐슬파크엘,11590-4993,59.9818,2025,8,30,147000,2021,상도동,11590,3,2025-08-30
포스코더샵,11590-3412,84.995,2025,8,23,154000,2007,상도동,11590,14,2025-08-23
래미안상도3차,11590-127,59.97,2025,8,17,127000,2004,상도동,11590,8,2025-08-17
상도역롯데캐슬파크엘,11590-4993,59.9818,2025,8,29,154500,2021,상도동,11590,14,2025-08-29
래미안상도3차,11590-127,114.97,2025,8,29,160000,2004,상도동,11590,8,2025-08-29
두산위브트레지움2차,11590-4495,59.7852,2025,8,30,149500,2016,상도동,11590,16,2025-08-30
경향렉스빌,11590-23,61.5494,2025,8,30,70500,2002,상도동,11590,5,2025-08-30
상도역롯데캐슬파크엘,11590-4993,84.965,2025,8,24,154500,2021,상도동,11590,1,2025-08-24
상도더샵2차,11590-4206,84.82,2025,8,11,157000,2014,상도동,11590,11,2025-08-11
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,8,30,149000,2012,상도동,11590,1,2025-08-30
힐스테이트 상도 프레스티지,11590-4078,120.49,2025,8,20,182000,2013,상도동,11590,20,2025-08-20
상도휴엔하임,11590-4526,14.7,2025,8,28,15000,2016,상도동,11590,13,2025-08-28
상도푸르지오클라베뉴,11590-5189,84.4744,2025,8,31,142000,2024,상도동,11590,16,2025-08-31
e편한세상상도노빌리티,11590-4879,84.8746,2025,8,13,185000,2018,상도동,11590,12,2025-08-13
중앙하이츠빌,11590-100,84.9883,2025,8,30,119500,2003,상도동,11590,10,2025-08-30
힐스테이트 상도 프레스티지,11590-4078,84.884,2025,8,30,157500,2013,상도동,11590,5,2025-08-30
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2025,8,30,147000,2012,상도동,11590,6,2025-08-30
힐스테이트 상도 센트럴파크,11590-3954,118.1759,2025,8,30,184300,2012,상도동,11590,5,2025-08-30
포스코더샵,11590-3412,59.99,2025,8,22,140000,2007,상도동,11590,5,2025-08-22
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2025,8,27,137000,2012,상도동,11590,2,2025-08-27
e편한세상상도노빌리티,11590-4879,84.9704,2025,8,2,188000,2018,상도동,11590,22,2025-08-02
힐스테이트 상도 프레스티지,11590-4078,84.951,2025,8,22,80000,2013,상도동,11590,6,2025-08-22
e편한세상상도노빌리티,11590-4879,84.9704,2025,8,15,183000,2018,상도동,11590,3,2025-08-15
대림아파트,11590-85,84.89,2025,8,8,84500,1995,상도동,11590,7,2025-08-08
힐스테이트 상도 프레스티지,11590-4078,120.571,2025,8,26,186000,2013,상도동,11590,10,2025-08-26
e편한세상상도노빌리티,11590-4879,59.7827,2025,8,23,163000,2018,상도동,11590,15,2025-08-23
상도1차갑을명가,11590-3356,62.69,2025,8,22,65000,2006,상도동,11590,4,2025-08-22
중앙하이츠빌,11590-100,84.9943,2025,8,25,113500,2003,상도동,11590,11,2025-08-25
상도역롯데캐슬파크엘,11590-4993,74.9587,2025,8,19,168000,2021,상도동,11590,6,2025-08-19
삼성래미안2,11590-102,84.796,2025,8,24,109000,2003,상도동,11590,6,2025-08-24
상도역롯데캐슬파크엘,11590-4993,84.9833,2025,8,23,180000,2021,상도동,11590,18,2025-08-23
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2025,8,17,155000,2012,상도동,11590,3,2025-08-17
